"","logID","pasteID2","fightID","size","difficulty","tag_hmsize","first_mark_cast","2500/5000 dmg. (HM/NM)","Weighted(Beast=5)","Weighted(Beast=3)"
"1","127wByCcNAYMHqz9","127wByCcNAYMHqz91",1,10,"Hard","Heroic-10m",136.026,101.718,108,108
"2","127wByCcNAYMHqz9","127wByCcNAYMHqz92",2,10,"Hard","Heroic-10m",139.289,96.9784,102,102
"3","127wByCcNAYMHqz9","127wByCcNAYMHqz93",3,10,"Hard","Heroic-10m",106.838,107.6368,110,110
"4","127wByCcNAYMHqz9","127wByCcNAYMHqz94",4,10,"Hard","Heroic-10m",76.124,113.0164,125,125
"5","127wByCcNAYMHqz9","127wByCcNAYMHqz95",5,10,"Hard","Heroic-10m",118.235,100.4248,109,109
"6","127wByCcNAYMHqz9","127wByCcNAYMHqz96",6,10,"Hard","Heroic-10m",111.871,101.9592,105,105
"7","16FcXvNRG249M7kB","16FcXvNRG249M7kB12",12,10,"Hard","Heroic-10m",90.637,101.244,84,86
"8","16FcXvNRG249M7kB","16FcXvNRG249M7kB13",13,10,"Hard","Heroic-10m",106.864,106.7492,123,127
"9","16FcXvNRG249M7kB","16FcXvNRG249M7kB14",14,10,"Hard","Heroic-10m",103.568,104.7812,98,99
"10","16FcXvNRG249M7kB","16FcXvNRG249M7kB15",15,10,"Hard","Heroic-10m",110.057,101.2968,112,115
"11","16KT9cZYFpC8JrGz","16KT9cZYFpC8JrGz27",27,25,"Hard","Heroic-25m",51.89,104.4964,142,150
"12","16KT9cZYFpC8JrGz","16KT9cZYFpC8JrGz28",28,25,"Hard","Heroic-25m",58.414,122.97,138,141
"13","16KT9cZYFpC8JrGz","16KT9cZYFpC8JrGz29",29,25,"Hard","Heroic-25m",52.397,115.3948,150,161
"14","16KT9cZYFpC8JrGz","16KT9cZYFpC8JrGz30",30,25,"Hard","Heroic-25m",51.693,108.9172,136,144
"15","16KT9cZYFpC8JrGz","16KT9cZYFpC8JrGz31",31,25,"Hard","Heroic-25m",55.061,109.8896,116,117
"16","16KT9cZYFpC8JrGz","16KT9cZYFpC8JrGz32",32,25,"Hard","Heroic-25m",58.38,119.43,114,115
"17","16KT9cZYFpC8JrGz","16KT9cZYFpC8JrGz33",33,25,"Normal","Normal-25m",103.756,102.0162,344,364
"18","17pGCfrzmPFXvx82","17pGCfrzmPFXvx827",7,25,"Normal","Normal-25m",90.818,112.7158,408,449
"19","1BZVP4jQrM6RLHkN","1BZVP4jQrM6RLHkN18",18,25,"Hard","Heroic-25m",51.785,137.0288,151,164
"20","1BZVP4jQrM6RLHkN","1BZVP4jQrM6RLHkN20",20,25,"Hard","Heroic-25m",58.301,123.8752,119,120
"21","1BZVP4jQrM6RLHkN","1BZVP4jQrM6RLHkN22",22,25,"Normal","Normal-25m",100.312,106.1446,355,380
"22","1Bd79zgG4KMDFxjh","1Bd79zgG4KMDFxjh30",30,10,"Normal","Normal-10m",178.039,110.103,329,357
"23","1DxBaC9MWQj3zApk","1DxBaC9MWQj3zApk14",14,25,"Hard","Heroic-25m",51.985,115.404,142,149
"24","1DxBaC9MWQj3zApk","1DxBaC9MWQj3zApk16",16,25,"Hard","Heroic-25m",48.672,107.1996,131,136
"25","1DxBaC9MWQj3zApk","1DxBaC9MWQj3zApk17",17,25,"Hard","Heroic-25m",55.544,107.9784,126,128
"26","1DxBaC9MWQj3zApk","1DxBaC9MWQj3zApk18",18,25,"Normal","Normal-25m",106.996,103.3314,308,314
"27","1F6pqhBnPLCyJVt4","1F6pqhBnPLCyJVt414",14,25,"Hard","Heroic-25m",58.372,111.9344,133,147
"28","1F6pqhBnPLCyJVt4","1F6pqhBnPLCyJVt415",15,25,"Hard","Heroic-25m",58.803,107.7564,127,138
"29","1F6pqhBnPLCyJVt4","1F6pqhBnPLCyJVt416",16,25,"Hard","Heroic-25m",52.29,117.1128,151,166
"30","1F6pqhBnPLCyJVt4","1F6pqhBnPLCyJVt417",17,25,"Hard","Heroic-25m",58.341,114.4764,99,101
"31","1F6pqhBnPLCyJVt4","1F6pqhBnPLCyJVt418",18,25,"Normal","Normal-25m",124.783,100.4436,318,324
"32","1LbXP9hqm8AgWpka","1LbXP9hqm8AgWpka25",25,25,"Hard","Heroic-25m",55.111,116.0192,131,144
"33","1LbXP9hqm8AgWpka","1LbXP9hqm8AgWpka26",26,25,"Hard","Heroic-25m",52.571,157.4304,149,162
"34","1LbXP9hqm8AgWpka","1LbXP9hqm8AgWpka27",27,25,"Hard","Heroic-25m",64.893,143.028,127,127
"35","1LbXP9hqm8AgWpka","1LbXP9hqm8AgWpka28",28,25,"Normal","Normal-25m",112.083,104.5602,323,332
"36","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH10",10,25,"Hard","Heroic-25m",58.521,160.4692,135,141
"37","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH11",11,25,"Hard","Heroic-25m",64.579,118.6936,150,155
"38","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH12",12,25,"Hard","Heroic-25m",58.492,123.3964,110,112
"39","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH13",13,25,"Hard","Heroic-25m",64.989,111.1524,129,134
"40","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH14",14,25,"Hard","Heroic-25m",64.816,121.8812,130,130
"41","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH15",15,25,"Hard","Heroic-25m",61.721,112.2876,130,138
"42","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH16",16,25,"Hard","Heroic-25m",65.004,130.108,133,136
"43","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH17",17,25,"Hard","Heroic-25m",61.639,105.588,133,136
"44","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH18",18,25,"Hard","Heroic-25m",68.202,110.5272,132,133
"45","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH19",19,25,"Hard","Heroic-25m",64.923,113.8656,135,137
"46","1QLxAr2j7cRzKbvH","1QLxAr2j7cRzKbvH9",9,25,"Hard","Heroic-25m",55.155,116.7952,141,154
"47","1QTZaWjpMgb9L4nk","1QTZaWjpMgb9L4nk10",10,10,"Hard","Heroic-10m",106.459,106.9792,105,105
"48","1QTZaWjpMgb9L4nk","1QTZaWjpMgb9L4nk11",11,10,"Hard","Heroic-10m",115.06,100.544,113,113
"49","1QTZaWjpMgb9L4nk","1QTZaWjpMgb9L4nk12",12,10,"Hard","Heroic-10m",106.889,100.6968,117,120
"50","1QTZaWjpMgb9L4nk","1QTZaWjpMgb9L4nk13",13,10,"Hard","Heroic-10m",103.602,101.1652,107,109
"51","1QTZaWjpMgb9L4nk","1QTZaWjpMgb9L4nk14",14,10,"Hard","Heroic-10m",111.742,104.048,108,108
"52","1QTZaWjpMgb9L4nk","1QTZaWjpMgb9L4nk9",9,10,"Hard","Heroic-10m",76.287,102.7188,116,128
"53","1RfcgAbvz8xdNFkW","1RfcgAbvz8xdNFkW16",16,10,"Normal","Normal-10m",160.348,102.0174,279,297
"54","1RwKpnya7PYTcmz2","1RwKpnya7PYTcmz218",18,25,"Hard","Heroic-25m",58.36,153.1132,160,171
"55","1RwKpnya7PYTcmz2","1RwKpnya7PYTcmz219",19,25,"Hard","Heroic-25m",61.559,135.81,112,125
"56","1RwKpnya7PYTcmz2","1RwKpnya7PYTcmz220",20,25,"Hard","Heroic-25m",79.341,101.0932,133,136
"57","1RwKpnya7PYTcmz2","1RwKpnya7PYTcmz221",21,25,"Hard","Heroic-25m",72.889,112.106,137,143
"58","1RwKpnya7PYTcmz2","1RwKpnya7PYTcmz222",22,25,"Hard","Heroic-25m",76.28,109.9112,133,136
"59","1RwKpnya7PYTcmz2","1RwKpnya7PYTcmz223",23,25,"Hard","Heroic-25m",90.659,98.7428,125,127
"60","1VZWpXYCt32JmFw4","1VZWpXYCt32JmFw413",13,25,"Hard","Heroic-25m",55.079,173.7716,176,201
"61","1VZWpXYCt32JmFw4","1VZWpXYCt32JmFw414",14,25,"Hard","Heroic-25m",61.927,119.9536,147,163
"62","1VZWpXYCt32JmFw4","1VZWpXYCt32JmFw416",16,25,"Hard","Heroic-25m",55.108,126.0436,130,146
"63","1VZWpXYCt32JmFw4","1VZWpXYCt32JmFw417",17,25,"Hard","Heroic-25m",61.921,109.4156,146,162
"64","1VZWpXYCt32JmFw4","1VZWpXYCt32JmFw418",18,25,"Hard","Heroic-25m",51.789,148.718,144,164
"65","1YLFrmvTqQZpcxJ6","1YLFrmvTqQZpcxJ624",24,25,"Hard","Heroic-25m",55.064,104.0784,163,177
"66","1YLFrmvTqQZpcxJ6","1YLFrmvTqQZpcxJ625",25,25,"Hard","Heroic-25m",61.548,119.6416,154,159
"67","1YLFrmvTqQZpcxJ6","1YLFrmvTqQZpcxJ627",27,25,"Hard","Heroic-25m",58.676,108.874,139,144
"68","1YLFrmvTqQZpcxJ6","1YLFrmvTqQZpcxJ628",28,25,"Hard","Heroic-25m",61.571,100.5768,142,148
"69","1Ymkgj286DQaw4PW","1Ymkgj286DQaw4PW7",7,10,"Normal","Normal-10m",184.468,103.5274,344,374
"70","1ZXF32gHrPfJBwz7","1ZXF32gHrPfJBwz722",22,25,"Hard","Heroic-25m",48.754,104.7932,114,116
"71","1ZXF32gHrPfJBwz7","1ZXF32gHrPfJBwz724",24,25,"Hard","Heroic-25m",58.446,118.412,127,132
"72","1ZXF32gHrPfJBwz7","1ZXF32gHrPfJBwz725",25,25,"Normal","Normal-25m",136.246,99.5114,333,339
"73","1ZgxrXN6wkCdjYcM","1ZgxrXN6wkCdjYcM23",23,25,"Hard","Heroic-25m",61.634,131.7072,125,137
"74","1Zm4AJNQf6xWv8bY","1Zm4AJNQf6xWv8bY11",11,25,"Hard","Heroic-25m",61.213,102.4964,138,151
"75","1Zm4AJNQf6xWv8bY","1Zm4AJNQf6xWv8bY13",13,25,"Hard","Heroic-25m",64.837,112.1648,118,122
"76","1Zm4AJNQf6xWv8bY","1Zm4AJNQf6xWv8bY14",14,25,"Hard","Heroic-25m",72.964,110.5656,124,124
"77","1Zm4AJNQf6xWv8bY","1Zm4AJNQf6xWv8bY15",15,25,"Hard","Heroic-25m",69.615,103.4536,138,145
"78","1Zm4AJNQf6xWv8bY","1Zm4AJNQf6xWv8bY16",16,25,"Hard","Heroic-25m",71.325,113.1708,140,148
"79","1Zm4AJNQf6xWv8bY","1Zm4AJNQf6xWv8bY17",17,25,"Hard","Heroic-25m",82.642,103.0828,131,131
"80","1ZnBkDVmH7pbC8t4","1ZnBkDVmH7pbC8t421",21,25,"Normal","Normal-25m",100.315,106.3632,397,429
"81","1aWHfmLGCynBkpqF","1aWHfmLGCynBkpqF1",1,25,"Hard","Heroic-25m",51.837,115.2912,142,157
"82","1aWHfmLGCynBkpqF","1aWHfmLGCynBkpqF10",10,25,"Normal","Normal-25m",76.004,108.4114,366,383
"83","1aWHfmLGCynBkpqF","1aWHfmLGCynBkpqF3",3,25,"Hard","Heroic-25m",67.991,117.4252,143,148
"84","1aWHfmLGCynBkpqF","1aWHfmLGCynBkpqF4",4,25,"Hard","Heroic-25m",55.109,127.3472,120,132
"85","1aWHfmLGCynBkpqF","1aWHfmLGCynBkpqF5",5,25,"Hard","Heroic-25m",65.108,112.0532,129,132
"86","1aWHfmLGCynBkpqF","1aWHfmLGCynBkpqF6",6,25,"Hard","Heroic-25m",67.63,108.4564,134,134
"87","1aWHfmLGCynBkpqF","1aWHfmLGCynBkpqF7",7,25,"Hard","Heroic-25m",70.817,108.1664,120,120
"88","1aWHfmLGCynBkpqF","1aWHfmLGCynBkpqF8",8,25,"Hard","Heroic-25m",64.398,107.5716,111,113
"89","1aWHfmLGCynBkpqF","1aWHfmLGCynBkpqF9",9,25,"Hard","Heroic-25m",68.071,116.7964,131,132
"90","1adbzF8pnAv4xgJW","1adbzF8pnAv4xgJW10",10,10,"Hard","Heroic-10m",90.607,103.2632,111,116
"91","1adbzF8pnAv4xgJW","1adbzF8pnAv4xgJW11",11,10,"Hard","Heroic-10m",141.977,104.7544,116,116
"92","1adbzF8pnAv4xgJW","1adbzF8pnAv4xgJW5",5,10,"Hard","Heroic-10m",58.252,109.8764,75,78
"93","1adbzF8pnAv4xgJW","1adbzF8pnAv4xgJW6",6,10,"Hard","Heroic-10m",82.66,100.5252,87,90
"94","1adbzF8pnAv4xgJW","1adbzF8pnAv4xgJW7",7,10,"Hard","Heroic-10m",93.814,105.1148,108,112
"95","1adbzF8pnAv4xgJW","1adbzF8pnAv4xgJW8",8,10,"Hard","Heroic-10m",96.774,119.2656,123,130
"96","1adbzF8pnAv4xgJW","1adbzF8pnAv4xgJW9",9,10,"Hard","Heroic-10m",97.461,102.5932,115,119
"97","1bLamM4AVqWkhYNy","1bLamM4AVqWkhYNy17",17,10,"Hard","Heroic-10m",64.772,105.3516,88,95
"98","1bLamM4AVqWkhYNy","1bLamM4AVqWkhYNy18",18,10,"Hard","Heroic-10m",93.614,102.0236,109,113
"99","1c69MJz4VwGQhgZT","1c69MJz4VwGQhgZT3",3,25,"Normal","Normal-25m",114.823,101.9232,295,295
"100","1cZtzp6APdkWwfB3","1cZtzp6APdkWwfB325",25,25,"Hard","Heroic-25m",48.539,101.3588,114,117
"101","1cZtzp6APdkWwfB3","1cZtzp6APdkWwfB327",27,25,"Normal","Normal-25m",97.198,104.9434,323,342
"102","1ck2A6VTayt7Fdnw","1ck2A6VTayt7Fdnw30",30,10,"Hard","Heroic-10m",58.297,102.4504,87,96
"103","1ck2A6VTayt7Fdnw","1ck2A6VTayt7Fdnw31",31,10,"Hard","Heroic-10m",84.701,371.9032,111,112
"104","1ck2A6VTayt7Fdnw","1ck2A6VTayt7Fdnw32",32,10,"Hard","Heroic-10m",114.624,101.8968,113,113
"105","1d3AKmpTWJjazk8h","1d3AKmpTWJjazk8h1",1,10,"Hard","Heroic-10m",106.77,105.8628,129,137
"106","1d3AKmpTWJjazk8h","1d3AKmpTWJjazk8h4",4,10,"Hard","Heroic-10m",111.749,101.3476,117,119
"107","1d3AKmpTWJjazk8h","1d3AKmpTWJjazk8h5",5,10,"Hard","Heroic-10m",117.718,107.1716,114,116
"108","1d3AKmpTWJjazk8h","1d3AKmpTWJjazk8h9",9,10,"Hard","Heroic-10m",100.804,115.4804,101,103
"109","1f6M7KrLvWVqxZBF","1f6M7KrLvWVqxZBF23",23,25,"Hard","Heroic-25m",58.792,158.1208,134,139
"110","1f6M7KrLvWVqxZBF","1f6M7KrLvWVqxZBF24",24,25,"Hard","Heroic-25m",64.728,120.432,148,149
"111","1f6M7KrLvWVqxZBF","1f6M7KrLvWVqxZBF25",25,25,"Normal","Normal-25m",124.681,106.324,322,322
"112","1gjmkCN3nBzGbK8a","1gjmkCN3nBzGbK8a19",19,25,"Hard","Heroic-25m",32.427,918.9212,123,123
"113","1gjmkCN3nBzGbK8a","1gjmkCN3nBzGbK8a20",20,25,"Hard","Heroic-25m",52.216,121.5424,138,144
"114","1gjmkCN3nBzGbK8a","1gjmkCN3nBzGbK8a21",21,25,"Hard","Heroic-25m",51.814,150.898,162,176
"115","1gjmkCN3nBzGbK8a","1gjmkCN3nBzGbK8a24",24,25,"Hard","Heroic-25m",61.53,100.8688,118,118
"116","1gjmkCN3nBzGbK8a","1gjmkCN3nBzGbK8a25",25,25,"Hard","Heroic-25m",61.565,106.732,126,127
"117","1gjmkCN3nBzGbK8a","1gjmkCN3nBzGbK8a26",26,25,"Hard","Heroic-25m",67.982,113.438,154,154
"118","1h4ZkjxJrWmFD28V","1h4ZkjxJrWmFD28V28",28,10,"Hard","Heroic-10m",106.903,103.3656,121,123
"119","1h4ZkjxJrWmFD28V","1h4ZkjxJrWmFD28V29",29,10,"Hard","Heroic-10m",90.711,97.2816,110,116
"120","1h4ZkjxJrWmFD28V","1h4ZkjxJrWmFD28V31",31,10,"Hard","Heroic-10m",103.18,114.8324,114,114
"121","1hGPJK34Tv6wWdzc","1hGPJK34Tv6wWdzc34",34,10,"Hard","Heroic-10m",93.718,104.306,140,154
"122","1hGPJK34Tv6wWdzc","1hGPJK34Tv6wWdzc35",35,10,"Hard","Heroic-10m",114.816,103.7824,109,110
"123","1j46pVPhd2YWZfmT","1j46pVPhd2YWZfmT1",1,25,"Hard","Heroic-25m",64.895,142.6472,117,121
"124","1j46pVPhd2YWZfmT","1j46pVPhd2YWZfmT2",2,25,"Hard","Heroic-25m",62.117,104.3072,107,108
"125","1j46pVPhd2YWZfmT","1j46pVPhd2YWZfmT3",3,25,"Hard","Heroic-25m",69.722,111.4108,132,139
"126","1j46pVPhd2YWZfmT","1j46pVPhd2YWZfmT6",6,25,"Hard","Heroic-25m",73.062,102.7232,132,132
"127","1j46pVPhd2YWZfmT","1j46pVPhd2YWZfmT7",7,25,"Hard","Heroic-25m",64.356,117.7808,113,117
"128","1mMYZhFRaJyDdVx2","1mMYZhFRaJyDdVx21",1,25,"Hard","Heroic-25m",69.7,109.732,128,131
"129","1mMYZhFRaJyDdVx2","1mMYZhFRaJyDdVx22",2,25,"Hard","Heroic-25m",65.188,118.3116,139,142
"130","1mMYZhFRaJyDdVx2","1mMYZhFRaJyDdVx23",3,25,"Hard","Heroic-25m",69.694,100.2776,112,112
"131","1mMYZhFRaJyDdVx2","1mMYZhFRaJyDdVx24",4,25,"Hard","Heroic-25m",76.114,107.3396,123,124
"132","1mnyzHrc2jxf4tWq","1mnyzHrc2jxf4tWq12",12,10,"Hard","Heroic-10m",110.117,99.05,116,126
"133","1mnyzHrc2jxf4tWq","1mnyzHrc2jxf4tWq13",13,10,"Hard","Heroic-10m",93.82,97.4636,94,97
"134","1mnyzHrc2jxf4tWq","1mnyzHrc2jxf4tWq14",14,10,"Hard","Heroic-10m",86.175,105.944,90,90
"135","1mnyzHrc2jxf4tWq","1mnyzHrc2jxf4tWq15",15,10,"Hard","Heroic-10m",103.611,96.6848,111,113
"136","1mt3xAGRF6qZk2Kp","1mt3xAGRF6qZk2Kp1",1,25,"Hard","Heroic-25m",58.289,116.77,134,138
"137","1mt3xAGRF6qZk2Kp","1mt3xAGRF6qZk2Kp11",11,25,"Hard","Heroic-25m",67.986,116.4948,142,142
"138","1mt3xAGRF6qZk2Kp","1mt3xAGRF6qZk2Kp12",12,25,"Hard","Heroic-25m",61.51,103.5312,130,130
"139","1mt3xAGRF6qZk2Kp","1mt3xAGRF6qZk2Kp14",14,25,"Hard","Heroic-25m",58.221,135.9088,150,157
"140","1mt3xAGRF6qZk2Kp","1mt3xAGRF6qZk2Kp15",15,25,"Hard","Heroic-25m",79.253,156.9584,181,183
"141","1mt3xAGRF6qZk2Kp","1mt3xAGRF6qZk2Kp17",17,25,"Hard","Heroic-25m",61.518,110.5144,123,123
"142","1mt3xAGRF6qZk2Kp","1mt3xAGRF6qZk2Kp6",6,25,"Hard","Heroic-25m",58.734,102.9172,137,143
"143","1mt3xAGRF6qZk2Kp","1mt3xAGRF6qZk2Kp7",7,25,"Hard","Heroic-25m",61.507,106.6172,131,132
"144","1mt3xAGRF6qZk2Kp","1mt3xAGRF6qZk2Kp9",9,25,"Hard","Heroic-25m",57.799,124.2776,141,149
"145","1ntkNamT97cb4GJV","1ntkNamT97cb4GJV18",18,25,"Hard","Heroic-25m",55.133,110.3756,139,149
"146","1ntkNamT97cb4GJV","1ntkNamT97cb4GJV19",19,25,"Normal","Normal-25m",110.06,102.7044,373,397
"147","1pfJqA7xRnZ6DVNc","1pfJqA7xRnZ6DVNc25",25,10,"Hard","Heroic-10m",85.697,108.5184,101,105
"148","1pfJqA7xRnZ6DVNc","1pfJqA7xRnZ6DVNc26",26,10,"Hard","Heroic-10m",85.698,101.7372,111,118
"149","1pfJqA7xRnZ6DVNc","1pfJqA7xRnZ6DVNc27",27,10,"Hard","Heroic-10m",94.327,102.6552,109,112
"150","1pfJqA7xRnZ6DVNc","1pfJqA7xRnZ6DVNc28",28,10,"Hard","Heroic-10m",64.304,114.6416,83,90
"151","1pfJqA7xRnZ6DVNc","1pfJqA7xRnZ6DVNc29",29,10,"Hard","Heroic-10m",103.53,102.012,108,110
"152","1pfJqA7xRnZ6DVNc","1pfJqA7xRnZ6DVNc30",30,10,"Hard","Heroic-10m",108.901,102.4008,116,117
"153","1pfJqA7xRnZ6DVNc","1pfJqA7xRnZ6DVNc31",31,10,"Hard","Heroic-10m",100.241,100.6812,124,130
"154","1r6ZJnCzmbqK4wtd","1r6ZJnCzmbqK4wtd20",20,25,"Normal","Normal-25m",100.416,114.0726,532,598
"155","1rYRtHFNdT7DKzp9","1rYRtHFNdT7DKzp917",17,25,"Hard","Heroic-25m",48.569,110.9556,115,119
"156","1rYRtHFNdT7DKzp9","1rYRtHFNdT7DKzp918",18,25,"Hard","Heroic-25m",58.345,110.906,154,164
"157","1rYRtHFNdT7DKzp9","1rYRtHFNdT7DKzp919",19,25,"Normal","Normal-25m",110.159,100.7416,346,360
"158","1rwD3fptavLXKThP","1rwD3fptavLXKThP32",32,25,"Hard","Heroic-25m",48.627,146.5804,160,172
"159","1rwD3fptavLXKThP","1rwD3fptavLXKThP34",34,25,"Hard","Heroic-25m",51.845,116.8904,132,133
"160","1v63jagd8KwkmyTf","1v63jagd8KwkmyTf18",18,25,"Normal","Normal-25m",97.047,109.9332,362,392
"161","1vG6H7cP3RQaBJkw","1vG6H7cP3RQaBJkw28",28,25,"Hard","Heroic-25m",74.462,113.568,137,141
"162","1vG6H7cP3RQaBJkw","1vG6H7cP3RQaBJkw29",29,25,"Hard","Heroic-25m",76.066,103.4852,124,124
"163","1vG6H7cP3RQaBJkw","1vG6H7cP3RQaBJkw30",30,25,"Hard","Heroic-25m",69.644,109.5052,117,117
"164","1vG6H7cP3RQaBJkw","1vG6H7cP3RQaBJkw32",32,25,"Hard","Heroic-25m",69.553,105.2648,140,140
"165","1vG6H7cP3RQaBJkw","1vG6H7cP3RQaBJkw33",33,25,"Hard","Heroic-25m",72.809,103.9176,119,119
"166","1vG6H7cP3RQaBJkw","1vG6H7cP3RQaBJkw34",34,25,"Normal","Normal-25m",132.727,99.601,323,329
"167","1vPXBjkVcKHt4LRz","1vPXBjkVcKHt4LRz35",35,25,"Hard","Heroic-25m",51.903,106.734,135,140
"168","1vPXBjkVcKHt4LRz","1vPXBjkVcKHt4LRz37",37,25,"Hard","Heroic-25m",58.227,125.8368,134,141
"169","1vPXBjkVcKHt4LRz","1vPXBjkVcKHt4LRz38",38,25,"Hard","Heroic-25m",55.098,100.5928,132,140
"170","1vY6X2chQMqx9Wn3","1vY6X2chQMqx9Wn35",5,10,"Hard","Heroic-10m",61.581,123.1624,105,117
"171","1vY6X2chQMqx9Wn3","1vY6X2chQMqx9Wn37",7,10,"Hard","Heroic-10m",85.88,102.3124,113,114
"172","1vhMJW6zG8dAxDCf","1vhMJW6zG8dAxDCf33",33,25,"Hard","Heroic-25m",55.23,156.336,180,203
"173","1vhMJW6zG8dAxDCf","1vhMJW6zG8dAxDCf34",34,25,"Hard","Heroic-25m",66.849,212.4512,177,187
"174","1vhMJW6zG8dAxDCf","1vhMJW6zG8dAxDCf35",35,25,"Hard","Heroic-25m",65.011,118.7788,137,140
"175","1vhMJW6zG8dAxDCf","1vhMJW6zG8dAxDCf37",37,25,"Hard","Heroic-25m",64.848,114.9316,142,144
"176","1vhMJW6zG8dAxDCf","1vhMJW6zG8dAxDCf38",38,25,"Hard","Heroic-25m",63.68,107.6976,120,121
"177","1vhMJW6zG8dAxDCf","1vhMJW6zG8dAxDCf39",39,25,"Hard","Heroic-25m",64.79,111.6488,126,126
"178","1vhMJW6zG8dAxDCf","1vhMJW6zG8dAxDCf40",40,25,"Hard","Heroic-25m",63.71,106.236,130,130
"179","1vnR7GWKgpJfkXQF","1vnR7GWKgpJfkXQF25",25,25,"Hard","Heroic-25m",48.574,97.9256,114,118
"180","1xYLJyQqd6HvwcG4","1xYLJyQqd6HvwcG4123",123,25,"Hard","Heroic-25m",64.785,123.6524,132,139
"181","1xYLJyQqd6HvwcG4","1xYLJyQqd6HvwcG4125",125,25,"Hard","Heroic-25m",76.255,108.3296,139,140
"182","1xYLJyQqd6HvwcG4","1xYLJyQqd6HvwcG4126",126,25,"Hard","Heroic-25m",76.378,106.526,125,137
"183","1xYLJyQqd6HvwcG4","1xYLJyQqd6HvwcG4127",127,25,"Hard","Heroic-25m",76.69,106.936,133,136
"184","1xYLJyQqd6HvwcG4","1xYLJyQqd6HvwcG4128",128,25,"Hard","Heroic-25m",79.53,105.5668,129,131
"185","1xYLJyQqd6HvwcG4","1xYLJyQqd6HvwcG415",15,10,"Hard","Heroic-10m",132.65,103.2396,120,127
"186","1y2LBqt4WATJRdGw","1y2LBqt4WATJRdGw12",12,25,"Normal","Normal-25m",90.637,101.4464,319,344
"187","1y87wDHcLRfXbKJt","1y87wDHcLRfXbKJt21",21,10,"Hard","Heroic-10m",64.86,145.032,133,153
"188","1y87wDHcLRfXbKJt","1y87wDHcLRfXbKJt22",22,10,"Hard","Heroic-10m",74.094,100.806,88,94
"189","1y87wDHcLRfXbKJt","1y87wDHcLRfXbKJt24",24,10,"Hard","Heroic-10m",110.035,103.2688,114,115
"190","1y87wDHcLRfXbKJt","1y87wDHcLRfXbKJt25",25,10,"Hard","Heroic-10m",106.582,102.1872,122,128
"191","1yJm9wjfdDMH8khZ","1yJm9wjfdDMH8khZ10",10,25,"Hard","Heroic-25m",64.421,103.6036,132,132
"192","1yJm9wjfdDMH8khZ","1yJm9wjfdDMH8khZ6",6,25,"Hard","Heroic-25m",55.041,127.9444,151,164
"193","1yJm9wjfdDMH8khZ","1yJm9wjfdDMH8khZ7",7,25,"Hard","Heroic-25m",64.814,137.9732,146,147
"194","1yJm9wjfdDMH8khZ","1yJm9wjfdDMH8khZ9",9,25,"Hard","Heroic-25m",61.515,100.4828,127,128
"195","24Bhj9nXavZJwtdR","24Bhj9nXavZJwtdR24",24,25,"Hard","Heroic-25m",47.03,100.2472,115,115
"196","24Bhj9nXavZJwtdR","24Bhj9nXavZJwtdR26",26,25,"Hard","Heroic-25m",48.656,106.12,121,126
"197","24Bhj9nXavZJwtdR","24Bhj9nXavZJwtdR27",27,25,"Hard","Heroic-25m",52.294,108.5408,126,126
"198","24Bhj9nXavZJwtdR","24Bhj9nXavZJwtdR28",28,25,"Hard","Heroic-25m",58.389,110.6844,136,140
"199","24KNXQJwAjyfTm6r","24KNXQJwAjyfTm6r17",17,10,"Hard","Heroic-10m",127.834,99.6784,100,101
"200","26ZvN3rMQFxw9f1p","26ZvN3rMQFxw9f1p34",34,25,"Normal","Normal-25m",90.66,104.8016,298,310
"201","28yvwALcptCJYnNV","28yvwALcptCJYnNV1",1,25,"Hard","Heroic-25m",67.968,113.1196,129,133
"202","28yvwALcptCJYnNV","28yvwALcptCJYnNV10",10,25,"Hard","Heroic-25m",82.684,102.2496,126,126
"203","28yvwALcptCJYnNV","28yvwALcptCJYnNV11",11,25,"Hard","Heroic-25m",76.012,101.6916,116,116
"204","28yvwALcptCJYnNV","28yvwALcptCJYnNV12",12,25,"Hard","Heroic-25m",69.681,102.792,130,135
"205","28yvwALcptCJYnNV","28yvwALcptCJYnNV13",13,25,"Hard","Heroic-25m",76.106,105.3924,115,115
"206","28yvwALcptCJYnNV","28yvwALcptCJYnNV14",14,25,"Hard","Heroic-25m",85.852,103.7496,110,110
"207","28yvwALcptCJYnNV","28yvwALcptCJYnNV15",15,25,"Hard","Heroic-25m",79.307,106.5256,125,126
"208","28yvwALcptCJYnNV","28yvwALcptCJYnNV16",16,25,"Hard","Heroic-25m",91.066,119.688,136,137
"209","28yvwALcptCJYnNV","28yvwALcptCJYnNV17",17,25,"Hard","Heroic-25m",94.295,113.1788,145,147
